Code Snippet,Syntax Error,Optimization Suggestion,Time Complexity,Cyclomatic Complexity
"const searchInsert = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] === target) return mid; if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return left; };",No,No,O(log n),3
"const binarySearch = (arr, target) => { let left = 0, right = arr.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (arr[mid] === target) return mid; else if (arr[mid] < target) left = mid + 1; else right = mid - 1; } return -1; };",No,No,O(log n),3
"const searchRange = (nums, target) => { const findLeft = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return left; }; const findRight = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] <= target) left = mid + 1; else right = mid - 1; } return right; }; const leftIndex = findLeft(nums, target); const rightIndex = findRight(nums, target); return leftIndex <= rightIndex ? [leftIndex, rightIndex] : [-1, -1]; };",No,No,O(log n),4
"const countPrimes = (n) => { const isPrime = new Array(n).fill(true); isPrime[0] = isPrime[1] = false; for (let i = 2; i * i < n; i++) { if (isPrime[i]) { for (let j = i * i; j < n; j += i) isPrime[j] = false; } } return isPrime.filter(Boolean).length; };",No,No,O(n log log n),4
"const reverseWords = (s) => { return s.split(' ').reverse().join(' '); };",No,No,O(n),3
"const canConstruct = (ransomNote, magazine) => { const count = {}; for (const char of magazine) count[char] = (count[char] || 0) + 1; for (const char of ransomNote) { if (!count[char]) return false; count[char]--; } return true; };",No,No,O(n + m),4
"const evaluate = (expression) => { const stack = []; const postfix = expression.split(' '); for (const token of postfix) { if (!isNaN(token)) stack.push(Number(token)); else { const b = stack.pop(), a = stack.pop(); stack.push(operate(a, b, token)); } } return stack[0]; }; const operate = (a, b, operator) => { switch (operator) { case '+': return a + b; case '-': return a - b; case '*': return a * b; case '/': return Math.trunc(a / b); } };",No,No,O(n),4
"const longestValidParentheses = (s) => { const stack = [-1]; let maxLength = 0; for (let i = 0; i < s.length; i++) { if (s[i] === '(') stack.push(i); else { stack.pop(); if (stack.length === 0) stack.push(i); else maxLength = Math.max(maxLength, i - stack[stack.length - 1]); } } return maxLength; };",No,No,O(n),4
"const hammingWeight = (n) => { let count = 0; while (n) { count += n & 1; n >>>= 1; } return count; };",No,No,O(1),3
"const singleNumber = (nums) => { return nums.reduce((acc, num) => acc ^ num, 0); };",No,No,O(n),3
"const firstUniqChar = (s) => { const count = {}; for (const char of s) count[char] = (count[char] || 0) + 1; for (let i = 0; i < s.length; i++) { if (count[s[i]] === 1) return i; } return -1; };",No,No,O(n),3
"const myAtoi = (s) => { const trimmed = s.trim(); if (!trimmed) return 0; const sign = trimmed[0] === '-' ? -1 : 1; const start = trimmed[0] === '-' || trimmed[0] === '+' ? 1 : 0; let num = 0; for (let i = start; i < trimmed.length; i++) { const digit = trimmed[i].charCodeAt(0) - '0'.charCodeAt(0); if (digit < 0 || digit > 9) break; num = num * 10 + digit; } return Math.max(Math.min(num * sign, 2147483647), -2147483648); };",No,No,O(n),4
"const maxArea = (height) => { let left = 0, right = height.length - 1; let max = 0; while (left < right) { max = Math.max(max, Math.min(height[left], height[right]) * (right - left)); if (height[left] < height[right]) left++; else right--; } return max; };",No,No,O(n),4
"const groupAnagrams = (strs) => { const map = {}; for (const str of strs) { const key = str.split('').sort().join(''); if (!map[key]) map[key] = []; map[key].push(str); } return Object.values(map); };",No,No,O(n * k log k),4
"const lengthOfLongestSubstring = (s) => { const charIndexMap = {}; let maxLength = 0, start = 0; for (let i = 0; i < s.length; i++) { if (charIndexMap[s[i]] !== undefined) start = Math.max(start, charIndexMap[s[i]] + 1); charIndexMap[s[i]] = i; maxLength = Math.max(maxLength, i - start + 1); } return maxLength; };",No,No,O(n),3
"const combine = (n, k) => { const result = []; const backtrack = (start, path) => { if (path.length === k) { result.push([...path]); return; } for (let i = start; i <= n; i++) { path.push(i); backtrack(i + 1, path); path.pop(); } }; backtrack(1, []); return result; };",No,No,O(nCk),4
"const largestRectangleArea = (heights) => { const stack = []; let maxArea = 0; heights.push(0); for (let i = 0; i < heights.length; i++) { while (stack.length && heights[i] < heights[stack[stack.length - 1]]) { const h = heights[stack.pop()]; const w = stack.length ? i - stack[stack.length - 1] - 1 : i; maxArea = Math.max(maxArea, h * w); } stack.push(i); } return maxArea; };",No,No,O(n),4
"const climbStairsWithVariableSteps = (n) => { const dp = new Array(n + 1).fill(0); dp[0] = 1; for (let i = 1; i <= n; i++) { for (let j = 1; j <= 2; j++) { if (i - j >= 0) dp[i] += dp[i - j]; } } return dp[n]; };",No,No,O(n),3
"const findDuplicate = (nums) => { let slow = nums[0], fast = nums[0]; do { slow = nums[slow]; fast = nums[nums[fast]]; } while (slow !== fast); let ptr1 = nums[0], ptr2 = slow; while (ptr1 !== ptr2) { ptr1 = nums[ptr1]; ptr2 = nums[ptr2]; } return ptr1; };",No,No,O(n),4
"const missingNumber = (nums) => { const n = nums.length; const totalSum = (n * (n + 1)) / 2; const arraySum = nums.reduce((acc, num) => acc + num, 0); return totalSum - arraySum; };",No,No,O(n),3
"const partitionLabels = (s) => { const lastIndex = {}; for (let i = 0; i < s.length; i++) lastIndex[s[i]] = i; const result = []; let anchor = 0, farthest = 0; for (let i = 0; i < s.length; i++) { farthest = Math.max(farthest, lastIndex[s[i]]); if (i === farthest) { result.push(i - anchor + 1); anchor = i + 1; } } return result; };",No,No,O(n),4
"const validPalindrome = (s) => { const isPalindrome = (str) => str === str.split('').reverse().join(''); for (let i = 0; i < s.length; i++) { const modified = s.slice(0, i) + s.slice(i + 1); if (isPalindrome(modified)) return true; } return false; };",No,No,O(n^2),4
"const findLongestWord = (s, d) => { let longest = ''; for (const word of d) { if (word.length > longest.length && isSubsequence(word, s)) longest = word; } return longest; }; const isSubsequence = (word, s) => { let j = 0; for (const char of s) { if (char === word[j]) j++; if (j === word.length) return true; } return false; };",No,No,O(n * m),4
"const longestCommonPrefix = (strs) => { if (!strs.length) return ''; let prefix = strs[0]; for (let i = 1; i < strs.length; i++) { while (strs[i].indexOf(prefix) !== 0) prefix = prefix.slice(0, -1); } return prefix; };",No,No,O(n * m),4
"const spiralOrder = (matrix) => { if (!matrix.length) return []; const result = []; let top = 0, bottom = matrix.length - 1, left = 0, right = matrix[0].length - 1; while (top <= bottom && left <= right) { for (let i = left; i <= right; i++) result.push(matrix[top][i]); top++; for (let i = top; i <= bottom; i++) result.push(matrix[i][right]); right--; if (top <= bottom) { for (let i = right; i >= left; i--) result.push(matrix[bottom][i]); bottom--; } if (left <= right) { for (let i = bottom; i >= top; i--) result.push(matrix[i][left]); left++; } } return result; };",No,No,O(n * m),4
"const searchInsert = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] === target) return mid; if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return left; };",No,No,O(log n),3
"const binarySearch = (arr, target) => { let left = 0, right = arr.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (arr[mid] === target) return mid; else if (arr[mid] < target) left = mid + 1; else right = mid - 1; } return -1; };",No,No,O(log n),3
"const searchRange = (nums, target) => { const findLeft = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return left; }; const findRight = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] <= target) left = mid + 1; else right = mid - 1; } return right; }; const leftIndex = findLeft(nums, target); const rightIndex = findRight(nums, target); return leftIndex <= rightIndex ? [leftIndex, rightIndex] : [-1, -1]; };",No,No,O(log n),4
"const countPrimes = (n) => { const isPrime = new Array(n).fill(true); isPrime[0] = isPrime[1] = false; for (let i = 2; i * i < n; i++) { if (isPrime[i]) { for (let j = i * i; j < n; j += i) isPrime[j] = false; } } return isPrime.filter(Boolean).length; };",No,No,O(n log log n),4
"const reverseWords = (s) => { return s.split(' ').reverse().join(' '); };",No,No,O(n),3
"const canConstruct = (ransomNote, magazine) => { const count = {}; for (const char of magazine) count[char] = (count[char] || 0) + 1; for (const char of ransomNote) { if (!count[char]) return false; count[char]--; } return true; };",No,No,O(n + m),4
"const evaluate = (expression) => { const stack = []; const postfix = expression.split(' '); for (const token of postfix) { if (!isNaN(token)) stack.push(Number(token)); else { const b = stack.pop(), a = stack.pop(); stack.push(operate(a, b, token)); } } return stack[0]; }; const operate = (a, b, operator) => { switch (operator) { case '+': return a + b; case '-': return a - b; case '*': return a * b; case '/': return Math.trunc(a / b); } };",No,No,O(n),4
"const longestValidParentheses = (s) => { const stack = [-1]; let maxLength = 0; for (let i = 0; i < s.length; i++) { if (s[i] === '(') stack.push(i); else { stack.pop(); if (stack.length === 0) stack.push(i); else maxLength = Math.max(maxLength, i - stack[stack.length - 1]); } } return maxLength; };",No,No,O(n),4
"const removeDuplicates = (nums) => { if (nums.length === 0) return 0; let i = 0; for (let j = 1; j < nums.length; j++) { if (nums[j] !== nums[i]) { i++; nums[i] = nums[j]; } } return i + 1; };",No,No,O(n),3
"const plusOne = (digits) => { for (let i = digits.length - 1; i >= 0; i--) { if (digits[i] < 9) { digits[i]++; return digits; } digits[i] = 0; } return [1, ...digits]; };",No,No,O(n),3
"const rotateArray = (nums, k) => { k %= nums.length; reverse(nums, 0, nums.length - 1); reverse(nums, 0, k - 1); reverse(nums, k, nums.length - 1); }; const reverse = (arr, start, end) => { while (start < end) { [arr[start], arr[end]] = [arr[end], arr[start]]; start++; end--; } };",No,No,O(n),4
"const intersection = (nums1, nums2) => { const set = new Set(nums1); return [...new Set(nums2.filter(num => set.has(num)))]; };",No,No,O(n + m),4
"const findKthLargest = (nums, k) => { return nums.sort((a, b) => b - a)[k - 1]; };",No,No,O(n log n),3
"const containsDuplicate = (nums) => { return new Set(nums).size !== nums.length; };",No,No,O(n),3
"const majorityElement = (nums) => { const count = {}; const half = nums.length / 2; for (const num of nums) { count[num] = (count[num] || 0) + 1; if (count[num] > half) return num; } };",No,No,O(n),4
"const maxSubArray = (nums) => { let maxSum = nums[0], currentSum = nums[0]; for (let i = 1; i < nums.length; i++) { currentSum = Math.max(nums[i], currentSum + nums[i]); maxSum = Math.max(maxSum, currentSum); } return maxSum; };",No,No,O(n),4
"const productExceptSelf = (nums) => { const result = new Array(nums.length).fill(1); let leftProduct = 1; for (let i = 0; i < nums.length; i++) { result[i] *= leftProduct; leftProduct *= nums[i]; } let rightProduct = 1; for (let i = nums.length - 1; i >= 0; i--) { result[i] *= rightProduct; rightProduct *= nums[i]; } return result; };",No,No,O(n),4
"const setZeroes = (matrix) => { const rows = new Set(), cols = new Set(); for (let i = 0; i < matrix.length; i++) { for (let j = 0; j < matrix[0].length; j++) { if (matrix[i][j] === 0) { rows.add(i); cols.add(j); } } } for (let i = 0; i < matrix.length; i++) { for (let j = 0; j < matrix[0].length; j++) { if (rows.has(i) || cols.has(j)) matrix[i][j] = 0; } } };",No,No,O(m * n),4
"const numIslands = (grid) => { if (!grid.length) return 0; const visited = new Set(); let count = 0; const directions = [[1, 0], [0, 1], [-1, 0], [0, -1]]; const dfs = (r, c) => { if (r < 0 || r >= grid.length || c < 0 || c >= grid[0].length || grid[r][c] === '0' || visited.has(`${r},${c}`)) return; visited.add(`${r},${c}`); for (const [dr, dc] of directions) dfs(r + dr, c + dc); }; for (let i = 0; i < grid.length; i++) { for (let j = 0; j < grid[0].length; j++) { if (grid[i][j] === '1' && !visited.has(`${i},${j}`)) { count++; dfs(i, j); } } } return count; };",No,No,O(m * n),4
"const coinChange = (coins, amount) => { const dp = new Array(amount + 1).fill(Infinity); dp[0] = 0; for (const coin of coins) { for (let i = coin; i <= amount; i++) { dp[i] = Math.min(dp[i], dp[i - coin] + 1); } } return dp[amount] === Infinity ? -1 : dp[amount]; };",No,No,O(n * amount),4
"const removeElement = (nums, val) => { let k = 0; for (let i = 0; i < nums.length; i++) { if (nums[i] !== val) nums[k++] = nums[i]; } return k; };",No,No,O(n),3
"const isValid = (s) => { const stack = []; const mapping = { ')': '(', '}': '{', ']': '[' }; for (const char of s) { if (char in mapping) { const topElement = stack.length === 0 ? '#' : stack.pop(); if (mapping[char] !== topElement) return false; } else stack.push(char); } return stack.length === 0; };",No,No,O(n),4
"const maxProfit = (prices) => { let minPrice = Infinity, maxProfit = 0; for (const price of prices) { if (price < minPrice) minPrice = price; else maxProfit = Math.max(maxProfit, price - minPrice); } return maxProfit; };",No,No,O(n),4
"const twoSum = (nums, target) => { const map = new Map(); for (let i = 0; i < nums.length; i++) { const complement = target - nums[i]; if (map.has(complement)) return [map.get(complement), i]; map.set(nums[i], i); } };",No,No,O(n),4
"const validAnagram = (s, t) => { if (s.length !== t.length) return false; const count = {}; for (const char of s) count[char] = (count[char] || 0) + 1; for (const char of t) { if (!count[char]) return false; count[char]--; } return true; };",No,No,O(n),3
"const isPalindrome = (s) => { const cleaned = s.replace(/[^a-z0-9]/gi, '').toLowerCase(); return cleaned === cleaned.split('').reverse().join(''); };",No,No,O(n),3
"const jump = (nums) => { let jumps = 0, currentEnd = 0, farthest = 0; for (let i = 0; i < nums.length - 1; i++) { farthest = Math.max(farthest, i + nums[i]); if (i === currentEnd) { jumps++; currentEnd = farthest; } } return jumps; };",No,No,O(n),4
"const combinationSum = (candidates, target) => { const result = []; const backtrack = (start, path, target) => { if (target === 0) { result.push([...path]); return; } for (let i = start; i < candidates.length; i++) { if (candidates[i] > target) continue; path.push(candidates[i]); backtrack(i, path, target - candidates[i]); path.pop(); } }; backtrack(0, [], target); return result; };",No,No,O(n * target),4
"const findPeakElement = (nums) => { const binarySearch = (left, right) => { if (left === right) return left; const mid = Math.floor((left + right) / 2); if (nums[mid] > nums[mid + 1]) return binarySearch(left, mid); return binarySearch(mid + 1, right); }; return binarySearch(0, nums.length - 1); };",No,No,O(log n),4
"const minMeetingRooms = (intervals) => { if (intervals.length === 0) return 0; const startTimes = intervals.map(interval => interval[0]).sort((a, b) => a - b); const endTimes = intervals.map(interval => interval[1]).sort((a, b) => a - b); let rooms = 0, endIndex = 0; for (let startIndex = 0; startIndex < startTimes.length; startIndex++) { if (startTimes[startIndex] < endTimes[endIndex]) rooms++; else endIndex++; } return rooms; };",No,No,O(n log n),4
"const groupAnagrams = (strs) => { const map = {}; for (const str of strs) { const key = str.split('').sort().join(''); if (!map[key]) map[key] = []; map[key].push(str); } return Object.values(map); };",No,No,O(nk log k),4
"const floodFill = (image, sr, sc, newColor) => { const originalColor = image[sr][sc]; if (originalColor === newColor) return image; const dfs = (r, c) => { if (r < 0 || r >= image.length || c < 0 || c >= image[0].length || image[r][c] !== originalColor) return; image[r][c] = newColor; dfs(r + 1, c); dfs(r - 1, c); dfs(r, c + 1); dfs(r, c - 1); }; dfs(sr, sc); return image; };",No,No,O(m * n),4
"const permute = (nums) => { const result = []; const backtrack = (start) => { if (start === nums.length) result.push([...nums]); for (let i = start; i < nums.length; i++) { [nums[start], nums[i]] = [nums[i], nums[start]]; backtrack(start + 1); [nums[start], nums[i]] = [nums[i], nums[start]]; } }; backtrack(0); return result; };",No,No,O(n!),4
"const uniquePaths = (m, n) => { const dp = Array.from({ length: m }, () => Array(n).fill(1)); for (let i = 1; i < m; i++) { for (let j = 1; j < n; j++) { dp[i][j] = dp[i - 1][j] + dp[i][j - 1]; } } return dp[m - 1][n - 1]; };",No,No,O(m * n),4
"const climbStairs = (n) => { if (n <= 1) return 1; const dp = [1, 1]; for (let i = 2; i <= n; i++) { dp[i] = dp[i - 1] + dp[i - 2]; } return dp[n]; };",No,No,O(n),3
"const searchMatrix = (matrix, target) => { if (!matrix.length || !matrix[0].length) return false; let left = 0, right = matrix.length * matrix[0].length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); const midValue = matrix[Math.floor(mid / matrix[0].length)][mid % matrix[0].length]; if (midValue === target) return true; else if (midValue < target) left = mid + 1; else right = mid - 1; } return false; };",No,No,O(log m + n),4
"const canJump = (nums) => { let farthest = 0; for (let i = 0; i < nums.length; i++) { if (i > farthest) return false; farthest = Math.max(farthest, i + nums[i]); } return true; };",No,No,O(n),4
"const longestCommonPrefix = (strs) => { if (!strs.length) return ''; let prefix = strs[0]; for (let i = 1; i < strs.length; i++) { while (strs[i].indexOf(prefix) !== 0) prefix = prefix.substring(0, prefix.length - 1); } return prefix; };",No,No,O(n * m),4
"const longestSubstr = (s) => { const set = new Set(); let left = 0, maxLength = 0; for (let right = 0; right < s.length; right++) { while (set.has(s[right])) set.delete(s[left++]); set.add(s[right]); maxLength = Math.max(maxLength, right - left + 1); } return maxLength; };",No,No,O(n),4
"const isPowerOfTwo = (n) => { return n > 0 && (n & (n - 1)) === 0; };",No,No,O(1),3
"const countPrimes = (n) => { if (n <= 2) return 0; const isPrime = new Array(n).fill(true); isPrime[0] = isPrime[1] = false; for (let i = 2; i * i < n; i++) { if (isPrime[i]) { for (let j = i * i; j < n; j += i) isPrime[j] = false; } } return isPrime.filter(Boolean).length; };",No,No,O(n log log n),4
"const validParentheses = (s) => { const stack = []; const mapping = { '(': ')', '{': '}', '[': ']' }; for (const char of s) { if (mapping[char]) stack.push(char); else if (stack.length === 0 || mapping[stack.pop()] !== char) return false; } return stack.length === 0; };",No,No,O(n),4
"const longestSubstringKDistinct = (s, k) => { const map = new Map(); let left = 0, maxLength = 0; for (let right = 0; right < s.length; right++) { map.set(s[right], (map.get(s[right]) || 0) + 1); while (map.size > k) { map.set(s[left], map.get(s[left]) - 1); if (map.get(s[left]) === 0) map.delete(s[left]); left++; } maxLength = Math.max(maxLength, right - left + 1); } return maxLength; };",No,No,O(n),4
"const minWindow = (s, t) => { const mapT = new Map(); for (const char of t) mapT.set(char, (mapT.get(char) || 0) + 1); let left = 0, right = 0, minLength = Infinity, minLeft = 0, required = mapT.size, formed = 0, windowCounts = new Map(); while (right < s.length) { const char = s[right]; windowCounts.set(char, (windowCounts.get(char) || 0) + 1); if (mapT.has(char) && windowCounts.get(char) === mapT.get(char)) formed++; while (left <= right && formed === required) { if (right - left + 1 < minLength) { minLength = right - left + 1; minLeft = left; } windowCounts.set(s[left], windowCounts.get(s[left]) - 1); if (mapT.has(s[left]) && windowCounts.get(s[left]) < mapT.get(s[left])) formed--; left++; } right++; } return minLength === Infinity ? "" : s.substring(minLeft, minLeft + minLength); };",No,No,O(n),4
"const topKFrequent = (nums, k) => { const freqMap = new Map(); for (const num of nums) freqMap.set(num, (freqMap.get(num) || 0) + 1); return [...freqMap.entries()].sort((a, b) => b[1] - a[1]).slice(0, k).map(([num]) => num); };",No,No,O(n log n),4
"const findMin = (nums) => { let left = 0, right = nums.length - 1; while (left < right) { const mid = Math.floor((left + right) / 2); if (nums[mid] > nums[right]) left = mid + 1; else right = mid; } return nums[left]; };",No,No,O(log n),4
"const mergeKLists = (lists) => { const merge = (l1, l2) => { let dummy = new ListNode(0), current = dummy; while (l1 && l2) { if (l1.val < l2.val) { current.next = l1; l1 = l1.next; } else { current.next = l2; l2 = l2.next; } current = current.next; } current.next = l1 || l2; return dummy.next; }; return lists.reduce((a, b) => merge(a, b)); };",No,No,O(n log k),4
"const deleteNode = (node) => { node.val = node.next.val; node.next = node.next.next; };",No,No,O(1),3
"const insertNode = (head, val) => { const newNode = new ListNode(val); if (!head) return newNode; let current = head; while (current.next) current = current.next; current.next = newNode; return head; };",No,No,O(n),4
"const reverseList = (head) => { let prev = null; while (head) { const next = head.next; head.next = prev; prev = head; head = next; } return prev; };",No,No,O(n),4
"const hasCycle = (head) => { let slow = head, fast = head; while (fast && fast.next) { slow = slow.next; fast = fast.next.next; if (slow === fast) return true; } return false; };",No,No,O(n),4
"const getIntersectionNode = (headA, headB) => { let pA = headA, pB = headB; while (pA !== pB) { pA = pA ? pA.next : headB; pB = pB ? pB.next : headA; } return pA; };",No,No,O(n),4
"const convertBST = (root) => { const traverse = (node, sum) => { if (!node) return sum; node.val += traverse(node.right, sum); return traverse(node.left, node.val); }; traverse(root, 0); return root; };",No,No,O(n),4
"const diameterOfBinaryTree = (root) => { let max = 0; const depth = (node) => { if (!node) return 0; const left = depth(node.left), right = depth(node.right); max = Math.max(max, left + right); return Math.max(left, right) + 1; }; depth(root); return max; };",No,No,O(n),4
"const levelOrder = (root) => { if (!root) return []; const result = []; const queue = [root]; while (queue.length) { const level = []; const length = queue.length; for (let i = 0; i < length; i++) { const node = queue.shift(); level.push(node.val); if (node.left) queue.push(node.left); if (node.right) queue.push(node.right); } result.push(level); } return result; };",No,No,O(n),4
"const invertTree = (root) => { if (!root) return null; [root.left, root.right] = [root.right, root.left]; invertTree(root.left); invertTree(root.right); return root; };",No,No,O(n),4
"const maxDepth = (root) => { if (!root) return 0; return Math.max(maxDepth(root.left), maxDepth(root.right)) + 1; };",No,No,O(n),4
"const isSymmetric = (root) => { const isMirror = (left, right) => { if (!left && !right) return true; if (!left || !right) return false; return left.val === right.val && isMirror(left.left, right.right) && isMirror(left.right, right.left); }; return isMirror(root, root); };",No,No,O(n),4
"const findMode = (root) => { const countMap = new Map(); const inorder = (node) => { if (!node) return; countMap.set(node.val, (countMap.get(node.val) || 0) + 1); inorder(node.left); inorder(node.right); }; inorder(root); const maxCount = Math.max(...countMap.values()); return [...countMap.entries()].filter(([_, count]) => count === maxCount).map(([val]) => val); };",No,No,O(n),4
"const lowestCommonAncestor = (root, p, q) => { if (!root || root === p || root === q) return root; const left = lowestCommonAncestor(root.left, p, q), right = lowestCommonAncestor(root.right, p, q); return left && right ? root : left || right; };",No,No,O(n),4
"const mergeTwoLists = (l1, l2) => { const dummy = new ListNode(0), current = dummy; while (l1 && l2) { if (l1.val < l2.val) { current.next = l1; l1 = l1.next; } else { current.next = l2; l2 = l2.next; } current = current.next; } current.next = l1 || l2; return dummy.next; };",No,No,O(n),4
"const sumNumbers = (root) => { let total = 0; const dfs = (node, currentNumber) => { if (!node) return; currentNumber = currentNumber * 10 + node.val; if (!node.left && !node.right) total += currentNumber; dfs(node.left, currentNumber); dfs(node.right, currentNumber); }; dfs(root, 0); return total; };",No,No,O(n),4
"const maximumBinaryTree = (nums) => { const buildTree = (left, right) => { if (left > right) return null; let maxIndex = left; for (let i = left; i <= right; i++) { if (nums[i] > nums[maxIndex]) maxIndex = i; } const root = new TreeNode(nums[maxIndex]); root.left = buildTree(left, maxIndex - 1); root.right = buildTree(maxIndex + 1, right); return root; }; return buildTree(0, nums.length - 1); };",No,No,O(n),4
"const removeNthFromEnd = (head, n) => { let dummy = new ListNode(0, head), first = dummy, second = dummy; for (let i = 0; i <= n; i++) first = first.next; while (first) { first = first.next; second = second.next; } second.next = second.next.next; return dummy.next; };",No,No,O(n),4
"const isValidBST = (root) => { const helper = (node, lower = -Infinity, upper = Infinity) => { if (!node) return true; if (node.val <= lower || node.val >= upper) return false; return helper(node.left, lower, node.val) && helper(node.right, node.val, upper); }; return helper(root); };",No,No,O(n),4
"const deleteDuplicates = (head) => { let current = head; while (current && current.next) { if (current.val === current.next.val) { current.next = current.next.next; } else { current = current.next; } } return head; };",No,No,O(n),4
"const isSubtree = (root, subRoot) => { const isSameTree = (s, t) => { if (!s && !t) return true; if (!s || !t) return false; return s.val === t.val && isSameTree(s.left, t.left) && isSameTree(s.right, t.right); }; if (!root) return false; return isSameTree(root, subRoot) || isSubtree(root.left, subRoot) || isSubtree(root.right, subRoot); };",No,No,O(n),4
"const serialize = (root) => { const result = []; const dfs = (node) => { if (!node) { result.push('null'); return; } result.push(node.val); dfs(node.left); dfs(node.right); }; dfs(root); return result.join(','); };",No,No,O(n),4
"const deserialize = (data) => { const arr = data.split(','); const buildTree = () => { const val = arr.shift(); if (val === 'null') return null; const node = new TreeNode(Number(val)); node.left = buildTree(); node.right = buildTree(); return node; }; return buildTree(); };",No,No,O(n),4
"const pathSum = (root, sum) => { const dfs = (node, currentSum) => { if (!node) return 0; currentSum += node.val; return (currentSum === sum ? 1 : 0) + dfs(node.left, currentSum) + dfs(node.right, currentSum); }; return dfs(root, 0); };",No,No,O(n),4
"const constructMaximumBinaryTree = (nums) => { const buildTree = (nums) => { if (!nums.length) return null; const maxIndex = nums.indexOf(Math.max(...nums)); const root = new TreeNode(nums[maxIndex]); root.left = buildTree(nums.slice(0, maxIndex)); root.right = buildTree(nums.slice(maxIndex + 1)); return root; }; return buildTree(nums); };",No,No,O(n),4
"const binaryTreePaths = (root) => { const paths = []; const dfs = (node, path) => { if (!node) return; path += node.val + '->'; if (!node.left && !node.right) paths.push(path.slice(0, -2)); dfs(node.left, path); dfs(node.right, path); }; dfs(root, ''); return paths; };",No,No,O(n),4
"const zigzagLevelOrder = (root) => { const result = []; const traverse = (node, level) => { if (!node) return; if (!result[level]) result[level] = []; if (level % 2 === 0) result[level].push(node.val); else result[level].unshift(node.val); traverse(node.left, level + 1); traverse(node.right, level + 1); }; traverse(root, 0); return result; };",No,No,O(n),4
"const findBottomLeftValue = (root) => { let maxDepth = -1, bottomLeftValue; const dfs = (node, depth) => { if (!node) return; if (depth > maxDepth) { maxDepth = depth; bottomLeftValue = node.val; } dfs(node.left, depth + 1); dfs(node.right, depth + 1); }; dfs(root, 0); return bottomLeftValue; };",No,No,O(n),4
"const sumOfLeftLeaves = (root) => { if (!root) return 0; if (root.left && !root.left.left && !root.left.right) return root.left.val + sumOfLeftLeaves(root.right); return sumOfLeftLeaves(root.left) + sumOfLeftLeaves(root.right); };",No,No,O(n),4
"const findTilt = (root) => { let tilt = 0; const dfs = (node) => { if (!node) return 0; const left = dfs(node.left), right = dfs(node.right); tilt += Math.abs(left - right); return left + right + node.val; }; dfs(root); return tilt; };",No,No,O(n),4
"const maxPathSum = (root) => { let maxSum = -Infinity; const dfs = (node) => { if (!node) return 0; const left = Math.max(dfs(node.left), 0), right = Math.max(dfs(node.right), 0); maxSum = Math.max(maxSum, left + right + node.val); return node.val + Math.max(left, right); }; dfs(root); return maxSum; };",No,No,O(n),4
"const rob = (root) => { const dfs = (node) => { if (!node) return [0, 0]; const left = dfs(node.left), right = dfs(node.right); return [Math.max(left[0], left[1]) + Math.max(right[0], right[1]), left[0] + right[0] + node.val]; }; return Math.max(...dfs(root)); };",No,No,O(n),4
"const getMinimumDifference = (root) => { let prev = null, minDiff = Infinity; const inorder = (node) => { if (!node) return; inorder(node.left); if (prev !== null) minDiff = Math.min(minDiff, node.val - prev); prev = node.val; inorder(node.right); }; inorder(root); return minDiff; };",No,No,O(n),4
"const kthSmallest = (root, k) => { const stack = []; let count = 0; while (true) { while (root) { stack.push(root); root = root.left; } root = stack.pop(); if (++count === k) return root.val; root = root.right; } };",No,No,O(n),4
"const uniquePaths = (m, n) => { const dp = Array.from({ length: m }, () => Array(n).fill(1)); for (let i = 1; i < m; i++) { for (let j = 1; j < n; j++) { dp[i][j] = dp[i - 1][j] + dp[i][j - 1]; } } return dp[m - 1][n - 1]; };",No,No,O(m*n),4
"const uniquePathsWithObstacles = (obstacleGrid) => { const m = obstacleGrid.length, n = obstacleGrid[0].length; if (obstacleGrid[0][0] === 1 || obstacleGrid[m - 1][n - 1] === 1) return 0; const dp = Array.from({ length: m }, () => Array(n).fill(0)); dp[0][0] = 1; for (let i = 0; i < m; i++) { for (let j = 0; j < n; j++) { if (obstacleGrid[i][j] === 1) continue; if (i > 0) dp[i][j] += dp[i - 1][j]; if (j > 0) dp[i][j] += dp[i][j - 1]; } } return dp[m - 1][n - 1]; };",No,No,O(m*n),4
"const canJump = (nums) => { let maxReach = 0; for (let i = 0; i < nums.length; i++) { if (i > maxReach) return false; maxReach = Math.max(maxReach, i + nums[i]); } return true; };",No,No,O(n),4
